# {'start_index': 50, 'dark_data_file': 'dark_2015-06-27.csv', 'end_index': 998, 'integration_time_us': 10000}
2.310837162806080016e+02,1.606957707490620779e-01
2.318877544995400797e+02,1.658867025039616472e-01
2.326917212762363363e+02,1.575785470928443011e-01
2.334956166061837735e+02,1.638210420489233932e-01
2.342994404848692795e+02,1.659774650294123521e-01
2.351031929077797713e+02,1.645359184641601025e-01
2.359068738704021939e+02,1.613365726154874225e-01
2.367104833682235210e+02,1.686042306869126872e-01
2.375140213967306408e+02,1.738713652692996936e-01
2.383174879514104987e+02,1.757842829114969196e-01
2.391208830277500113e+02,1.730937275037809364e-01
2.399242066212361237e+02,1.747183564943270706e-01
2.407274587273557813e+02,1.751750256316627896e-01
2.415306393415959008e+02,1.754020849117397529e-01
2.423337484594434272e+02,1.773105459963150166e-01
2.431367860763852491e+02,1.769756520377213926e-01
2.439397521879083683e+02,1.803923602288259875e-01
2.447426467894996449e+02,1.788424720728397921e-01
2.455454698766460524e+02,1.802290258598389650e-01
2.463482214448345360e+02,1.819328662844645339e-01
2.471509014895520124e+02,1.811490358240427923e-01
2.479535100062853985e+02,1.844985354039629100e-01
2.487560469905216110e+02,1.850598570303858825e-01
2.495585124377476518e+02,1.884025609838215209e-01
2.503609063434503810e+02,1.891680957137540364e-01
2.511632287031167721e+02,1.879814602104054322e-01
2.519654795122337134e+02,1.877567441947546600e-01
2.527676587662881786e+02,1.869713286292303822e-01
2.535697664607671129e+02,1.932236344460809552e-01
2.543718025911574045e+02,1.955115353867729056e-01
2.551737671529460272e+02,1.951810689392311227e-01
2.559756601416198691e+02,1.918154956845540549e-01
2.567774815526658472e+02,2.047785036037848561e-01
2.575792313815709917e+02,2.016266287297637239e-01
2.583809096238221059e+02,2.034798821700277982e-01
2.591825162749062770e+02,2.096552639309321453e-01
2.599840513303103080e+02,2.095880113462153804e-01
2.607855147855211158e+02,2.067335982586140652e-01
2.615869066360257875e+02,2.045600311423141082e-01
2.623882268773110695e+02,2.134206965106834886e-01
2.631894755048640491e+02,2.166817881129774470e-01
2.639906525141715292e+02,2.134914568399413071e-01
2.647917579007204836e+02,2.185352443399094235e-01
2.655927916599978857e+02,2.204112199444190900e-01
2.663937537874906525e+02,2.184350447539012419e-01
2.671946442786857006e+02,2.230466270928485872e-01
2.679954631290700036e+02,2.253271359256171780e-01
2.687962103341304783e+02,2.291490646749408389e-01
2.695968858893539846e+02,2.318159061462353454e-01
2.703974897902274961e+02,2.327288191898998770e-01
2.711980220322380433e+02,2.360926384831879554e-01
2.719984826108723723e+02,2.411314919262598500e-01
2.727988715216175706e+02,2.440929969880754058e-01
2.735991887599604979e+02,2.384031875698510161e-01
2.743994343213880143e+02,2.462405129422202410e-01
2.751996082013872638e+02,2.480387639658963583e-01
2.759997103954450495e+02,2.554030325514122235e-01
2.767997408990482313e+02,2.555321800200430205e-01
2.775996997076838397e+02,2.581904293837237185e-01
2.783995868168387915e+02,2.583802760832135115e-01
2.791994022220000033e+02,2.594168004822816065e-01
2.799991459186544489e+02,2.696468051046431724e-01
2.807988179022890449e+02,2.710101608699298503e-01
2.815984181683906513e+02,2.772055109169204168e-01
2.823979467124461848e+02,2.782375443952260219e-01
2.831974035299427896e+02,2.866274235125378378e-01
2.839967886163670983e+02,2.871471333823617522e-01
2.847961019672063685e+02,2.943945539622189744e-01
2.855953435779472898e+02,3.010299956639811980e-01
2.863945134440768356e+02,2.985708793232408342e-01
2.871936115610819797e+02,3.045625539886930300e-01
2.879926379244497525e+02,3.091968524439484001e-01
2.887915925296668433e+02,3.226523125956928251e-01
2.895904753722203395e+02,3.269520664690838130e-01
2.903892864475972146e+02,3.312561594342691706e-01
2.911880257512842718e+02,3.377331128532421456e-01
2.919866932787684846e+02,3.380491218480661253e-01
2.927852890255368834e+02,3.493592584862056927e-01
2.935838129870763282e+02,3.529169731867894955e-01
2.943822651588737358e+02,3.605371840335107603e-01
2.951806455364160229e+02,3.671063681640628906e-01
2.959789541151902199e+02,3.830222190454314890e-01
2.967771908906830731e+02,3.863646812524750840e-01
2.975753558583816698e+02,3.967052103200509605e-01
2.983734490137729267e+02,4.080867908915487563e-01
2.991714703523437606e+02,4.151512154926249587e-01
2.999694198695810883e+02,4.311923757559207870e-01
3.007672975609717696e+02,4.381637855192075381e-01
3.015651034220029487e+02,4.496492583380922725e-01
3.023628374481613719e+02,4.685150912703092141e-01
3.031604996349340126e+02,4.793285593223480245e-01
3.039580899778078447e+02,4.870117154648774815e-01
3.047556084722697278e+02,5.017951094068339168e-01
3.055530551138066357e+02,5.221146078070654228e-01
3.063504298979054852e+02,5.289409695232916153e-01
3.071477328200533066e+02,5.479479481344687875e-01
3.079449638757367893e+02,5.588854980007418316e-01
3.087421230604431912e+02,5.781709858943446800e-01
3.095392103696592585e+02,5.868216804594902358e-01
3.103362257988718511e+02,6.037331336026191542e-01
3.111331693435679995e+02,6.185890490119313467e-01
3.119300409992346772e+02,6.386810499932896734e-01
3.127268407613587442e+02,6.530032224303170540e-01
3.135235686254271741e+02,6.636811877679346106e-01
3.143202245869268836e+02,6.752734141588607741e-01
3.151168086413447895e+02,6.869744661704679789e-01
3.159133207841677518e+02,7.002925618313677880e-01
3.167097610108829144e+02,7.134740964509828087e-01
3.175061293169770238e+02,7.198607945429759125e-01
3.183024256979371103e+02,7.263971716219898012e-01
3.190986501492500338e+02,7.359148854135426632e-01
3.198948026664027111e+02,7.447886588263650243e-01
3.206908832448821727e+02,7.466103372589456555e-01
3.214868918801753352e+02,7.506717238370919087e-01
3.222828285677690019e+02,7.576367163268055149e-01
3.230786933031503168e+02,7.668922415769571233e-01
3.238744860818059692e+02,7.642981597174116626e-01
3.246702068992230465e+02,7.655688214907017120e-01
3.254658557508884087e+02,7.669677822922376098e-01
3.262614326322891429e+02,7.695055514813160524e-01
3.270569375389120523e+02,7.671802701729742990e-01
3.278523704662439968e+02,7.682159760159956718e-01
3.286477314097720637e+02,7.686078551340250753e-01
3.294430203649830560e+02,7.658828202524265993e-01
3.302382373273640042e+02,7.663418386685462158e-01
3.310333822924017682e+02,7.614925976519759665e-01
3.318284552555833216e+02,7.633051511175732440e-01
3.326234562123955811e+02,7.568066862110132131e-01
3.334183851583254636e+02,7.565962063781570546e-01
3.342132420888599995e+02,7.440627324846040835e-01
3.350080269994859918e+02,7.435914238122539599e-01
3.358027398856904142e+02,7.373870944393922100e-01
3.365973807429602971e+02,7.294761969161286386e-01
3.373919495667823867e+02,7.267079432390559646e-01
3.381864463526437703e+02,7.215717518756813442e-01
3.389808710960313078e+02,7.164634153964213326e-01
3.397752237924318592e+02,7.114419509999725388e-01
3.405695044373325686e+02,7.098955740610356502e-01
3.413637130262201254e+02,7.065832690338773592e-01
3.421578495545816736e+02,7.041447157104054888e-01
3.429519140179040164e+02,7.005430525727502911e-01
3.437459064116741274e+02,6.994892252614210992e-01
3.445398267313788665e+02,6.988476103994918365e-01
3.453336749725053210e+02,6.971814737801137474e-01
3.461274511305402939e+02,6.987793152080805648e-01
3.469211552009707589e+02,6.997826256398277378e-01
3.477147871792836895e+02,7.009820901357542988e-01
3.485083470609658889e+02,7.023405154493249647e-01
3.493018348415043874e+02,7.059314097915134756e-01
3.500952505163861019e+02,7.088673927143601672e-01
3.508885940810980060e+02,7.142505540472638970e-01
3.516818655311269026e+02,7.196650646221823822e-01
3.524750648619599929e+02,7.248141958960206965e-01
3.532681920690838524e+02,7.314542505406324002e-01
3.540612471479857390e+02,7.383548920912295088e-01
3.548542300941522853e+02,7.461082836215372494e-01
3.556471409030706354e+02,7.524303636908474813e-01
3.564399795702276492e+02,7.597854452550518722e-01
3.572327460911102435e+02,7.660830401456902861e-01
3.580254404612053918e+02,7.725613427712745285e-01
3.588180626760000109e+02,7.817293387000190386e-01
3.596106127309809608e+02,7.870305494323918127e-01
3.604030906216353856e+02,7.935222486441704248e-01
3.611954963434500314e+02,8.016104986324674719e-01
3.619878298919118151e+02,8.065722715418637279e-01
3.627800912625078240e+02,8.143102191732768391e-01
3.635722804507248043e+02,8.183529671117109050e-01
3.643643974520497864e+02,8.246706941056802798e-01
3.651564422619696870e+02,8.309282406523431641e-01
3.659484148759714230e+02,8.362132918201118370e-01
3.667403152895419680e+02,8.419076037467414508e-01
3.675321434981682955e+02,8.477291270611044816e-01
3.683238994973372087e+02,8.529555851593431104e-01
3.691155832825357379e+02,8.578225680577220569e-01
3.699071948492508000e+02,8.635962671825685444e-01
3.706987341929692548e+02,8.679921873738283278e-01
3.714902013091781896e+02,8.743688227452152129e-01
3.722815961933643507e+02,8.790124448007055058e-01
3.730729188410147117e+02,8.850090441440288114e-01
3.738641692476163598e+02,8.904953752779398712e-01
3.746553474086559845e+02,8.964703056396821079e-01
3.754464533196207299e+02,9.021521612914799038e-01
3.762374869759974558e+02,9.081361158776940501e-01
3.770284483732730223e+02,9.152356998083501782e-01
3.778193375069345166e+02,9.227798058301961426e-01
3.786101543724687417e+02,9.311053906603957708e-01
3.794008989653627282e+02,9.388321759966514746e-01
3.801915712811032790e+02,9.465164620695558639e-01
3.809821713151773679e+02,9.557393344997517914e-01
3.817726990630719683e+02,9.646959482893489035e-01
3.825631545202739972e+02,9.736108506467939794e-01
3.833535376822703711e+02,9.825440691608359201e-01
3.841438485445480637e+02,9.910472901395150913e-01
3.849340871025939919e+02,1.000891012102454569e+00
3.857242533518951291e+02,1.009854039993534291e+00
3.865143472879382784e+02,1.019570509523283208e+00
3.873043689062104136e+02,1.029929219738066060e+00
3.880943182021986217e+02,1.041661665241808032e+00
3.888841951713895924e+02,1.053410319952176488e+00
3.896739998092704127e+02,1.064941063371731333e+00
3.904637321113279995e+02,1.077413162245263178e+00
3.912533920730492696e+02,1.088679203108330551e+00
3.920429796899210828e+02,1.101358019735212856e+00
3.928324949574305265e+02,1.110163268737472064e+00
3.936219378710644037e+02,1.120719864046609615e+00
3.944113084263098017e+02,1.131791278177947113e+00
3.952006066186534099e+02,1.140248774775807439e+00
3.959898324435823724e+02,1.149711725724045008e+00
3.967789858965834355e+02,1.158714263362830010e+00
3.975680669731436865e+02,1.166334822529861759e+00
3.983570756687500420e+02,1.174498440767572705e+00
3.991460119788893053e+02,1.182109990842223901e+00
3.999348758990485635e+02,1.189800221030936411e+00
4.007236674247147334e+02,1.196865900606111754e+00
4.015123865513746182e+02,1.202985775428021098e+00
4.023010332745152482e+02,1.209255978398947828e+00
4.030896075896235402e+02,1.215375735697208803e+00
4.038781094921864110e+02,1.220640078351501012e+00
4.046665389776909478e+02,1.225706345140976428e+00
4.054548960416237833e+02,1.231407355754343236e+00
4.062431806794720046e+02,1.235383297115042689e+00
4.070313928867226423e+02,1.240001644071878850e+00
4.078195326588623857e+02,1.243322946462402490e+00
4.086075999913784358e+02,1.248212958698064146e+00
4.093955948797575388e+02,1.252290768297414925e+00
4.101835173194867252e+02,1.255058698098511005e+00
4.109713673060529686e+02,1.258658450555187658e+00
4.117591448349429584e+02,1.262504277045106038e+00
4.125468499016439523e+02,1.266218968116525012e+00
4.133344825016426398e+02,1.269017312410272602e+00
4.141220426304259945e+02,1.271403995842440349e+00
4.149095302834811037e+02,1.275220668935315826e+00
4.156969454562946567e+02,1.277655279662786025e+00
4.164842881443537976e+02,1.281002349025384346e+00
4.172715583431453297e+02,1.283673801885517607e+00
4.180587560481562264e+02,1.286447785922473885e+00
4.188458812548734613e+02,1.289742552749815419e+00
4.196329339587839513e+02,1.293248319495904131e+00
4.204199141553744994e+02,1.295754202683606415e+00
4.212068218401323065e+02,1.298095478630513222e+00
4.219936570085440621e+02,1.302264070977678490e+00
4.227804196560967398e+02,1.304530304680322939e+00
4.235671097782773131e+02,1.306680875557286736e+00
4.243537273705726989e+02,1.309896984950593479e+00
4.251402724284698706e+02,1.312199686082843320e+00
4.259267449474557452e+02,1.313881757634230540e+00
4.267131449230172393e+02,1.315638818878136274e+00
4.274994723506412697e+02,1.317510037104223652e+00
4.282857272258148100e+02,1.318887310933362311e+00
4.290719095440247770e+02,1.320249893835869104e+00
4.298580193007580306e+02,1.321925040102257087e+00
