# {'end_index': 998, 'integration_time_us': 8000, 'dark_data_file': 'dark_2016-07-27.csv', 'start_index': 50}
2.310837162806080016e+02,6.856294877032563517e-04,1.920937271229854693e+00
2.318877544995400797e+02,6.339724715064594266e-04,1.392838827718412054e+00
2.326917212762363363e+02,6.809333953217526492e-04,1.549193338482966809e+00
2.334956166061837735e+02,6.245802867434093039e-04,1.699264546796642961e+00
2.342994404848692795e+02,6.527568410326022811e-04,1.743559577416269546e+00
2.351031929077797713e+02,7.372865039000961029e-04,1.867484939698309754e+00
2.359068738704021939e+02,6.574529334141059837e-04,1.512448346225417461e+00
2.367104833682235210e+02,7.419825962816425230e-04,2.036541185441629764e+00
2.375140213967306408e+02,7.231982267555422776e-04,1.878163997099294713e+00
2.383174879514104987e+02,7.654630581892891885e-04,1.813146436446874565e+00
2.391208830277500113e+02,7.560708734262390658e-04,1.321930406640228650e+00
2.399242066212361237e+02,7.372865039000961029e-04,2.118372016431485871e+00
2.407274587273557813e+02,8.077278896230359910e-04,1.757839583124694682e+00
2.415306393415959008e+02,7.748552429523392028e-04,2.147091055358389067e+00
2.423337484594434272e+02,7.701591505708355002e-04,1.796524422322168135e+00
2.431367860763852491e+02,8.124239820045824111e-04,1.785357107135712607e+00
2.439397521879083683e+02,8.265122591491362363e-04,1.691153452528776358e+00
2.447426467894996449e+02,8.077278896230359910e-04,2.188606862823928800e+00
2.455454698766460524e+02,8.359044439121863590e-04,1.829617446353198673e+00
2.463482214448345360e+02,8.640809982013794447e-04,1.774119499921017251e+00
2.471509014895520124e+02,7.936396124784394481e-04,1.857417562100670994e+00
2.479535100062853985e+02,8.828653677275224076e-04,2.046948949045872101e+00
2.487560469905216110e+02,8.171200743861288312e-04,1.116915395184433946e+00
2.495585124377476518e+02,8.640809982013794447e-04,1.558043645088288409e+00
2.503609063434503810e+02,8.499927210568256194e-04,1.639359631075500090e+00
2.511632287031167721e+02,8.781692753459759875e-04,1.923538406167134562e+00
2.519654795122337134e+02,8.546888134383293220e-04,1.676305461424020926e+00
2.527676587662881786e+02,9.861794001211590839e-04,2.578274616870747771e+00
2.535697664607671129e+02,9.345223839243620503e-04,2.174281490515889814e+00
2.543718025911574045e+02,9.626989382135124184e-04,1.841195263952196681e+00
2.551737671529460272e+02,9.157380143982190874e-04,1.314343942809491628e+00
2.559756601416198691e+02,9.814833077396126638e-04,1.630950643030009140e+00
2.567774815526658472e+02,8.734731829644722849e-04,1.627882059609970566e+00
2.575792313815709917e+02,9.955715848842092066e-04,2.070627924084865512e+00
2.583809096238221059e+02,1.028444231554905995e-03,1.351850583459577537e+00
2.591825162749062770e+02,9.063458296351689647e-04,2.353720459187963687e+00
2.599840513303103080e+02,1.056620785844099080e-03,2.059126028197399982e+00
2.607855147855211158e+02,9.533067534504195781e-04,2.060946384552495125e+00
2.615869066360257875e+02,1.037836416317998835e-03,2.446936860648431189e+00
2.623882268773110695e+02,1.019052046791898590e-03,1.833030277982335754e+00
2.631894755048640491e+02,1.094189524896342072e-03,1.499166435056495050e+00
2.639906525141715292e+02,1.084797340133291949e-03,2.083266665599965428e+00
2.647917579007204836e+02,1.131758263948542563e-03,2.347338918861100243e+00
2.655927916599978857e+02,1.197503557289978857e-03,2.046338192968112590e+00
2.663937537874906525e+02,1.136454356330088983e-03,2.255548713727992372e+00
2.671946442786857006e+02,1.188111372526886016e-03,2.099999999999999645e+00
2.679954631290700036e+02,1.117669986803988737e-03,2.031624965391004345e+00
2.687962103341304783e+02,1.249160573486818608e-03,2.405722344743881802e+00
2.695968858893539846e+02,1.150542633474685526e-03,2.277608394786074797e+00
2.703974897902274961e+02,1.183415280145382314e-03,2.155806113731010054e+00
2.711980220322380433e+02,1.258552758249868730e-03,2.308137777516757971e+00
2.719984826108723723e+02,1.225680111579171942e-03,2.566612553542119812e+00
